,1st_flr_sf,2nd_flr_sf,3ssn_porch,alley,bedroom_abvgr,bldg_type,bsmt_cond,bsmt_exposure,bsmt_full_bath,bsmt_half_bath,bsmt_qual,bsmt_unf_sf,bsmtfin_sf_1,bsmtfin_sf_2,bsmtfin_type_1,bsmtfin_type_2,central_air,condition_1,condition_2,electrical,enclosed_porch,exter_cond,exter_qual,exterior_1st,exterior_2nd,fence,fireplace_qu,fireplaces,foundation,full_bath,functional,garage_area,garage_cars,garage_cond,garage_finish,garage_qual,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating,heating_qc,house_style,id,kitchen_abvgr,kitchen_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,low_qual_fin_sf,ms_subclass,mas_vnr_area,mas_vnr_type,misc_feature,misc_val,mo_sold,neighborhood,open_porch_sf,overall_cond,overall_qual,pid,paved_drive,pool_area,pool_qc,roof_matl,roof_style,sale_type,saleprice,screen_porch,street,totrms_abvgrd,total_bsmt_sf,utilities,wood_deck_sf,year_built,year_remod/add,yr_sold,neighborhood_rank,bsmt_num,fireplace,exter_num,baths,yr_remod_or_built,garage_space,sqft_above,overall_qual_gr_liv_area,1st_flr_and_total_bsmt_sqft,1st_flr_gr_liv_area_total_bsmt_sqft,deck_or_porch,condition_rank,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM
40,1256,0,0,None,3,1Fam,3,No,1.0,0.0,3,136.0,830.0,290.0,BLQ,LwQ,Y,2,2,SBrkr,0,3,4,HdBoard,HdBoard,None,0,0,CBlock,1,7,276.0,1.0,3,Fin,3,Attchd,1965.0,1256,1,GasA,4,1Story,1489,1,3,Lvl,Gtl,9937,Inside,75.0,Reg,0,20,0.0,None,None,0,6,Edwards,68,6,5,908102260,Y,0,1,CompShg,Gable,WD ,147500,0,Pave,6,1256.0,AllPub,736,1965,1965,2008,6,9,0,12,2.5,3861225,276.0,1577536,6280,1577536.0,1981385216.0,0,4,0,0,0,0,1,0
41,2076,0,0,None,2,1Fam,4,Gd,1.0,0.0,5,690.0,1386.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,5,VinylSd,VinylSd,None,4,1,PConc,2,7,850.0,3.0,3,Fin,3,Attchd,2006.0,2076,1,GasA,5,1Story,2383,1,5,Lvl,Gtl,13891,Inside,107.0,Reg,0,20,0.0,None,None,0,9,NridgHt,229,5,10,528110050,Y,0,1,CompShg,Gable,New,465000,0,Pave,7,2076.0,AllPub,216,2006,2006,2006,27,20,4,15,3.5,4024036,2550.0,4309776,20760,4309776.0,8947094976.0,0,4,0,0,0,0,1,0
42,1110,0,0,None,1,1Fam,3,Av,1.0,0.0,4,0.0,1097.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,4,3,Plywood,Plywood,None,3,1,PConc,1,7,602.0,2.0,3,Fin,3,Attchd,1978.0,1110,0,GasA,5,SFoyer,983,1,4,Lvl,Gtl,9101,Corner,68.0,IR1,0,85,104.0,BrkFace,None,0,7,Mitchel,30,6,5,923275040,Y,0,1,CompShg,Gable,WD ,165500,0,Pave,4,1097.0,AllPub,303,1978,1978,2009,13,12,3,12,2.0,3912484,1204.0,1232100,5550,1217670.0,1351613700.0,0,4,0,0,0,0,1,0
43,1050,745,0,Grvl,4,1Fam,3,No,0.0,0.0,3,1050.0,0.0,0.0,Unf,Unf,N,2,2,FuseF,0,3,3,MetalSd,MetalSd,None,0,0,BrkTil,2,7,352.0,1.0,3,Unf,2,Attchd,1954.0,1795,0,GasA,5,1.5Fin,1325,1,3,Lvl,Gtl,12150,Inside,81.0,Reg,0,50,335.0,BrkFace,None,0,11,OldTown,0,5,5,902406090,Y,0,1,CompShg,Gable,WD ,131500,0,Pave,7,1050.0,AllPub,0,1954,1954,2008,4,9,0,9,2.0,3818116,352.0,1884750,8975,1102500.0,1978987500.0,0,4,0,0,0,0,0,1
44,1040,0,0,None,3,1Fam,3,No,1.0,0.0,3,134.0,906.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,0,0,CBlock,1,7,384.0,1.0,3,Unf,3,Detchd,1965.0,1040,0,GasA,5,1Story,1378,1,3,Lvl,Gtl,11200,Inside,70.0,Reg,0,20,0.0,None,None,0,2,Sawyer,0,5,5,905102170,Y,0,1,CompShg,Hip,WD ,129500,0,Pave,5,1040.0,AllPub,0,1965,1965,2008,9,9,0,9,2.0,3861225,384.0,1081600,5200,1081600.0,1124864000.0,0,4,0,0,0,0,1,0
45,983,890,0,None,4,1Fam,2,No,0.0,0.0,3,398.0,210.0,0.0,LwQ,Unf,Y,2,2,SBrkr,207,3,3,BrkFace,Stucco,None,4,2,PConc,1,7,786.0,2.0,3,Fin,2,Detchd,1935.0,1873,1,GasA,3,2Story,1537,1,3,HLS,Mod,9670,Inside,100.0,IR1,0,70,40.0,Stone,None,0,6,Crawfor,0,6,8,909281110,Y,0,1,CompShg,Gable,WD ,257076,0,Pave,9,608.0,AllPub,0,1935,1950,2008,20,6,8,9,1.5,3773250,1572.0,1841159,14984,597664.0,1119424672.0,0,4,0,0,0,0,1,0
46,984,620,0,Grvl,3,1Fam,3,No,0.0,0.0,3,156.0,408.0,420.0,LwQ,BLQ,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,0,0,CBlock,2,5,660.0,2.0,3,Unf,3,Detchd,1977.0,1604,0,GasA,5,1.5Fin,905,1,3,Lvl,Gtl,10998,Inside,60.0,Reg,0,50,0.0,None,None,0,7,Edwards,68,5,5,909101140,Y,0,1,CompShg,Gable,WD ,117000,0,Pave,6,984.0,AllPub,0,1941,1960,2009,6,9,0,9,2.0,3804360,1320.0,1578336,8020,968256.0,1553082624.0,0,4,0,0,0,0,1,0
47,851,651,0,None,3,1Fam,3,No,0.0,0.0,4,776.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,112,2,3,Stucco,Wd Shng,MnPrv,4,1,BrkTil,1,7,270.0,1.0,3,RFn,3,Attchd,1931.0,1502,1,GasA,3,2Story,1532,1,3,HLS,Mod,7200,Inside,60.0,Reg,0,70,0.0,None,None,0,2,Crawfor,0,6,7,909275050,P,0,1,CompShg,Gable,WD ,149000,0,Pave,6,776.0,AllPub,0,1931,2000,2008,20,12,4,6,1.5,3862000,270.0,1278202,10514,660376.0,991884752.0,0,4,0,0,0,0,1,0
48,1063,0,0,None,3,1Fam,3,No,1.0,0.0,3,412.0,354.0,290.0,Rec,LwQ,Y,2,2,SBrkr,164,3,3,HdBoard,HdBoard,MnPrv,0,0,CBlock,1,7,280.0,1.0,3,RFn,3,Attchd,1954.0,1063,0,GasA,3,1Story,132,1,3,Lvl,Gtl,9920,Inside,80.0,Reg,0,20,110.0,Stone,None,0,2,NAmes,0,5,5,534475100,Y,0,1,CompShg,Gable,WD ,128000,0,Pave,6,1056.0,AllPub,0,1954,1954,2010,12,9,0,9,2.0,3818116,280.0,1129969,5315,1122528.0,1193247264.0,0,4,0,0,0,0,1,0
49,764,862,0,None,2,Twnhs,3,No,0.0,0.0,4,764.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,Wd Shng,None,0,0,PConc,2,7,474.0,2.0,3,RFn,3,BuiltIn,2003.0,1626,1,GasA,5,2Story,1078,1,4,Lvl,Gtl,2448,Inside,36.0,Reg,0,160,106.0,Stone,None,0,10,NridgHt,27,5,7,528188090,Y,0,1,CompShg,Gable,WD ,155000,0,Pave,6,764.0,AllPub,0,2003,2004,2008,27,12,0,12,2.5,4014012,948.0,1242264,11382,583696.0,949089696.0,0,4,0,0,0,0,1,0
50,768,756,0,None,2,TwnhsE,3,No,0.0,0.0,4,403.0,353.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,MetalSd,MetalSd,None,0,0,PConc,2,7,440.0,2.0,3,Unf,3,Detchd,2000.0,1524,1,GasA,5,2Story,2511,1,4,Lvl,Gtl,2998,Inside,68.0,Reg,0,160,513.0,BrkFace,None,0,6,Somerst,32,5,6,533221080,Y,0,1,CompShg,Gable,WD ,166000,0,Pave,4,756.0,AllPub,0,2000,2000,2006,22,12,0,12,2.5,4000000,880.0,1170432,9144,580608.0,884846592.0,0,4,0,1,0,0,0,0
51,1328,653,0,None,4,1Fam,3,No,1.0,0.0,3,500.0,622.0,0.0,BLQ,Unf,Y,2,2,SBrkr,0,3,3,WdShing,Plywood,MnPrv,3,2,BrkTil,2,5,576.0,2.0,3,Unf,3,Detchd,1981.0,1981,0,GasA,3,1.5Fin,912,1,4,Lvl,Gtl,7804,Inside,65.0,Reg,0,50,0.0,None,None,0,12,SWISU,44,3,4,909250220,Y,0,1,CompShg,Gable,WD ,135000,0,Pave,7,1122.0,AllPub,431,1928,1950,2009,7,9,6,9,3.0,3759600,1152.0,2630768,7924,1490016.0,2951721696.0,0,4,0,0,0,0,1,0
52,1392,1392,0,None,5,1Fam,3,No,1.0,0.0,4,133.0,790.0,469.0,BLQ,LwQ,Y,1,2,SBrkr,0,3,3,Plywood,Plywood,MnPrv,3,2,CBlock,3,7,564.0,2.0,3,RFn,3,Attchd,1978.0,2784,1,GasA,3,2Story,2351,1,4,Lvl,Gtl,16692,Inside,80.0,IR1,0,60,184.0,BrkFace,TenC,2000,7,NWAmes,112,5,7,527356020,Y,519,2,CompShg,Gable,WD ,250000,440,Pave,12,1392.0,AllPub,0,1978,1978,2006,17,12,6,9,4.5,3912484,1128.0,3875328,19488,1937664.0,5394456576.0,0,2,0,0,0,0,1,0
53,546,546,0,None,3,Twnhs,3,No,0.0,0.0,3,370.0,176.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,3,CemntBd,CmentBd,None,0,0,CBlock,1,7,0.0,0.0,0,None,0,None,0.0,1092,1,GasA,5,2Story,330,1,3,Lvl,Gtl,1476,Inside,21.0,Reg,0,160,0.0,None,None,0,3,MeadowV,26,7,4,923226250,Y,0,1,CompShg,Gable,WD ,76000,0,Pave,5,546.0,AllPub,200,1970,1970,2010,1,9,0,9,1.5,3880900,0.0,596232,4368,298116.0,325542672.0,0,4,0,0,0,0,0,1
54,1575,0,0,None,2,1Fam,3,No,0.0,0.0,3,216.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,None,4,1,CBlock,1,7,400.0,2.0,3,Unf,3,Attchd,1951.0,1575,1,GasA,3,1Story,2586,1,4,Lvl,Gtl,10170,Corner,75.0,Reg,0,20,522.0,BrkFace,None,0,6,NAmes,0,6,6,535305120,Y,0,1,CompShg,Hip,WD ,155000,0,Pave,5,216.0,AllPub,0,1951,1951,2006,12,9,4,9,1.5,3806401,800.0,2480625,9450,340200.0,535815000.0,0,4,0,0,0,0,1,0
55,663,689,0,None,4,1Fam,3,No,0.0,0.0,3,292.0,371.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,MnPrv,0,0,CBlock,1,7,299.0,1.0,3,Fin,3,Attchd,1969.0,1352,1,GasA,3,2Story,224,1,3,Lvl,Gtl,9364,Corner,80.0,Reg,0,60,143.0,Stone,None,0,3,Sawyer,36,7,6,905106140,Y,0,1,CompShg,Gable,WD ,158000,0,Pave,7,663.0,AllPub,379,1969,1969,2010,9,9,0,9,1.5,3876961,299.0,896376,8112,439569.0,594297288.0,0,4,0,0,0,0,1,0
56,600,600,0,Pave,2,Twnhs,3,No,1.0,0.0,4,190.0,368.0,42.0,GLQ,ALQ,Y,2,2,SBrkr,0,3,4,MetalSd,MetalSd,None,0,0,PConc,2,7,480.0,2.0,3,RFn,3,Detchd,2004.0,1200,1,GasA,5,2Story,98,1,4,Lvl,Gtl,2544,Inside,24.0,Reg,0,160,0.0,None,None,0,2,Somerst,172,5,7,533212020,Y,0,1,CompShg,Gable,WD ,149500,0,Pave,4,600.0,AllPub,0,2004,2005,2010,22,12,0,12,3.5,4018020,960.0,720000,8400,360000.0,432000000.0,0,4,0,1,0,0,0,0
57,936,0,0,None,2,1Fam,3,No,0.0,0.0,3,450.0,486.0,0.0,BLQ,Unf,Y,2,2,FuseA,160,4,3,MetalSd,MetalSd,MnPrv,0,0,CBlock,1,7,240.0,1.0,3,Unf,3,Attchd,1954.0,936,0,GasA,3,1Story,2565,1,3,Lvl,Gtl,9888,Inside,82.0,Reg,0,20,0.0,None,None,0,3,NAmes,0,6,5,534479300,Y,0,1,CompShg,Gable,WD ,121000,0,Pave,5,936.0,AllPub,0,1954,1975,2006,12,9,0,12,1.0,3859150,240.0,876096,4680,876096.0,820025856.0,0,4,0,0,0,0,1,0
58,1040,0,0,None,3,1Fam,3,No,0.0,1.0,3,0.0,85.0,955.0,Rec,ALQ,Y,2,2,FuseF,0,3,3,Wd Sdng,Wd Sdng,MnPrv,0,0,CBlock,1,7,293.0,1.0,3,Fin,3,Attchd,1953.0,1040,0,GasA,3,1Story,1934,1,3,Lvl,Gtl,7942,Inside,68.0,Reg,0,20,0.0,None,None,0,6,NAmes,0,7,6,535304170,Y,0,1,CompShg,Hip,WD ,136000,0,Pave,6,1040.0,AllPub,0,1953,1953,2007,12,9,0,9,1.5,3814209,293.0,1081600,6240,1081600.0,1124864000.0,0,4,0,0,0,0,1,0
59,916,720,0,None,3,1Fam,3,No,0.0,0.0,4,778.0,138.0,0.0,Rec,Unf,Y,2,2,SBrkr,0,3,3,HdBoard,HdBoard,None,3,1,PConc,2,7,386.0,2.0,3,Fin,3,Attchd,1996.0,1636,1,GasA,4,2Story,997,1,3,Lvl,Gtl,15038,Corner,68.0,IR2,0,60,0.0,None,None,0,11,Gilbert,84,5,6,527107010,Y,0,1,CompShg,Gable,WD ,173000,0,Pave,7,916.0,AllPub,168,1996,1996,2008,16,12,3,9,2.5,3984016,772.0,1498576,9816,839056.0,1372695616.0,0,4,0,0,0,0,1,0
60,1164,1106,0,None,4,1Fam,3,No,0.0,0.0,4,628.0,524.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,671.0,3.0,3,Fin,3,Attchd,1999.0,2270,1,GasA,5,2Story,64,1,4,Lvl,Gtl,11764,CulDSac,92.0,IR1,0,60,348.0,BrkFace,None,0,4,NoRidge,57,7,8,528382020,Y,0,1,CompShg,Gable,WD ,290000,0,Pave,9,1152.0,AllPub,132,1999,2007,2010,26,12,4,12,2.5,4011993,2013.0,2642280,18160,1340928.0,3043906560.0,0,4,0,0,0,0,1,0
61,1184,1426,0,None,4,1Fam,3,Av,0.0,0.0,4,1120.0,64.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,CemntBd,CmentBd,None,4,1,PConc,2,7,550.0,2.0,3,Fin,3,BuiltIn,2007.0,2610,1,GasA,5,2Story,1799,1,5,Lvl,Gtl,9000,Inside,75.0,Reg,0,60,0.0,None,None,0,8,Somerst,364,5,8,528458130,Y,0,1,CompShg,Gable,New,303477,0,Pave,11,1184.0,AllPub,208,2007,2007,2007,22,12,4,12,2.5,4028049,1100.0,3090240,20880,1401856.0,3658844160.0,0,4,0,1,0,0,0,0
62,1483,0,0,None,1,1Fam,3,Gd,1.0,0.0,4,328.0,1092.0,0.0,ALQ,Unf,Y,2,2,SBrkr,0,4,4,Wd Sdng,Wd Sdng,None,3,2,CBlock,1,7,690.0,2.0,3,RFn,3,Attchd,1977.0,1483,1,GasA,4,1Story,230,1,3,Low,Mod,20062,Inside,68.0,IR1,0,20,0.0,None,None,0,4,ClearCr,0,7,7,905109170,Y,0,1,CompShg,Hip,WD ,270000,0,Pave,4,1420.0,AllPub,496,1977,2001,2010,21,12,6,16,2.5,3955977,1380.0,2199289,10381,2105860.0,3122990380.0,0,4,0,0,0,0,1,0
63,960,780,0,None,2,1Fam,3,No,0.0,0.0,3,576.0,360.0,0.0,Rec,Unf,N,1,2,FuseA,236,2,2,WdShing,Wd Shng,None,4,1,BrkTil,1,7,225.0,1.0,2,Unf,2,Detchd,1920.0,1740,0,GasA,4,1.5Fin,1295,1,5,Lvl,Gtl,7308,Corner,81.0,Reg,0,50,0.0,None,None,0,6,OldTown,0,5,5,902109160,N,0,1,CompShg,Gable,WD ,122250,0,Pave,6,936.0,AllPub,0,1920,1950,2008,4,9,4,4,1.0,3744000,225.0,1670400,8700,898560.0,1563494400.0,0,2,0,0,0,0,0,1
64,1382,0,0,None,3,1Fam,3,No,0.0,1.0,3,727.0,172.0,483.0,Rec,LwQ,Y,2,2,FuseA,0,3,3,AsbShng,AsbShng,GdWo,0,0,CBlock,1,7,350.0,1.0,3,Unf,3,Attchd,1955.0,1382,0,GasA,4,1Story,638,1,4,Lvl,Gtl,8750,Inside,70.0,Reg,0,20,0.0,None,None,0,7,NAmes,0,5,5,535178120,Y,0,1,CompShg,Gable,WD ,153000,0,Pave,6,1382.0,AllPub,280,1955,1955,2009,12,9,0,9,1.5,3822025,350.0,1909924,6910,1909924.0,2639514968.0,0,4,0,0,0,0,1,0
65,1120,0,0,None,3,1Fam,3,No,0.0,0.0,4,914.0,206.0,0.0,ALQ,Unf,Y,1,2,SBrkr,0,3,3,VinylSd,VinylSd,None,0,0,PConc,1,7,0.0,0.0,0,None,0,None,0.0,1120,0,GasA,5,1Story,2278,1,3,Lvl,Gtl,8402,Inside,70.0,Reg,0,20,0.0,None,None,0,12,Mitchel,30,5,5,923202134,Y,0,1,CompShg,Gable,New,147000,0,Pave,6,1120.0,AllPub,0,2007,2007,2007,13,12,0,9,1.0,4028049,0.0,1254400,5600,1254400.0,1404928000.0,0,2,0,0,0,0,1,0
66,567,531,0,None,2,1Fam,3,No,1.0,0.0,4,285.0,246.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,3,Wd Sdng,Wd Sdng,MnPrv,4,1,BrkTil,1,7,216.0,1.0,3,Unf,3,Detchd,1930.0,1098,0,GasA,3,2Story,2202,1,3,Lvl,Gtl,4000,Inside,63.0,Reg,0,70,0.0,None,None,0,6,Crawfor,0,8,7,909252150,Y,0,1,CompShg,Gable,WD ,148500,0,Pave,5,531.0,AllPub,0,1930,1995,2007,20,12,4,9,2.0,3850350,216.0,622566,7686,301077.0,330582546.0,0,4,0,0,0,0,1,0
67,976,732,0,None,3,TwnhsE,3,No,0.0,0.0,4,976.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,3,380.0,2.0,3,Unf,3,Detchd,2004.0,1708,0,GasA,5,2Story,2833,1,4,Lvl,Gtl,3363,Inside,32.0,Reg,0,160,117.0,Stone,None,0,4,Edwards,40,5,7,908188150,Y,0,1,CompShg,Gable,WD ,130000,0,Pave,7,976.0,AllPub,0,2004,2004,2006,6,12,0,12,2.0,4016016,760.0,1667008,11956,952576.0,1626999808.0,0,4,0,0,0,0,0,1
68,1802,0,0,None,3,1Fam,3,Gd,0.0,0.0,5,1802.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,5,MetalSd,MetalSd,None,4,1,PConc,2,7,843.0,3.0,3,Fin,3,Attchd,2006.0,1802,1,GasA,5,1Story,1707,1,5,HLS,Mod,13615,Corner,94.0,IR1,0,20,510.0,Stone,None,0,6,NridgHt,105,5,9,528150040,Y,0,1,CompShg,Hip,WD ,372000,0,Pave,7,1802.0,AllPub,158,2006,2006,2007,27,15,4,15,2.5,4024036,2529.0,3247204,16218,3247204.0,5851461608.0,0,4,0,0,0,0,1,0
69,1506,0,0,None,2,TwnhsE,3,Gd,0.0,0.0,4,1346.0,16.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,4,1,PConc,2,7,440.0,2.0,3,Fin,3,Attchd,2005.0,1506,0,GasA,5,1Story,2428,1,4,Lvl,Gtl,3013,Inside,43.0,Reg,0,120,145.0,BrkFace,None,0,4,Blmngtn,20,5,7,528228565,Y,0,1,CompShg,Gable,WD ,213490,0,Pave,6,1362.0,AllPub,142,2005,2005,2006,18,12,4,12,2.0,4020025,880.0,2268036,10542,2051172.0,3089065032.0,0,4,0,0,0,0,1,0
70,1508,0,0,None,1,1Fam,3,Gd,1.0,0.0,4,162.0,1346.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,3,2,PConc,1,7,572.0,2.0,3,RFn,3,Attchd,2009.0,1508,0,GasA,5,1Story,242,1,4,Lvl,Gtl,17485,Inside,44.0,IR2,0,20,96.0,Stone,None,0,1,Edwards,0,5,7,905453080,Y,0,1,CompShg,Gable,Con,308030,0,Pave,5,1508.0,AllPub,0,2009,2010,2010,6,12,6,12,2.0,4038090,1144.0,2274064,10556,2274064.0,3429288512.0,0,4,0,0,0,0,1,0
71,2032,0,0,None,3,1Fam,3,Mn,1.0,0.0,5,1140.0,700.0,0.0,GLQ,Unf,Y,2,2,SBrkr,192,3,4,MetalSd,MetalSd,None,0,0,PConc,3,7,786.0,3.0,3,Fin,3,Attchd,1996.0,2032,0,GasA,5,1Story,1564,1,4,Lvl,Gtl,23730,Inside,68.0,IR2,0,20,668.0,BrkFace,None,0,9,Mitchel,46,5,7,914453045,Y,0,1,CompShg,Gable,WD ,300000,0,Pave,7,1840.0,AllPub,0,1996,1997,2008,13,15,0,12,4.0,3986012,2358.0,4129024,14224,3738880.0,7597404160.0,0,4,0,0,0,0,1,0
72,1194,0,0,None,3,1Fam,3,Mn,0.0,1.0,3,0.0,655.0,0.0,ALQ,Unf,Y,2,2,SBrkr,192,3,3,BrkFace,BrkFace,None,2,1,CBlock,1,7,539.0,2.0,3,Fin,3,BuiltIn,1954.0,1194,0,GasA,5,1Story,2613,1,3,Lvl,Gtl,8910,Corner,79.0,Reg,0,20,0.0,None,None,0,7,NAmes,0,6,6,535403150,Y,0,1,CompShg,Hip,WD ,159500,0,Pave,6,655.0,AllPub,0,1959,1959,2006,12,9,2,9,1.5,3837681,1078.0,1425636,7164,782070.0,933791580.0,0,4,0,0,0,0,1,0
73,970,739,0,None,3,Twnhs,3,No,0.0,0.0,4,970.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,3,380.0,2.0,3,Unf,3,Detchd,2004.0,1709,0,GasA,5,2Story,2832,1,4,Lvl,Gtl,2522,Inside,24.0,Reg,0,160,50.0,Stone,None,0,4,Edwards,40,5,7,908188140,Y,0,1,CompShg,Gable,WD ,137500,0,Pave,7,970.0,AllPub,0,2004,2004,2006,6,12,0,12,2.0,4016016,760.0,1657730,11963,940900.0,1607998100.0,0,4,0,0,0,0,0,1
74,1616,0,0,None,3,1Fam,3,Av,0.0,0.0,4,1616.0,0.0,0.0,Unf,Unf,Y,2,2,SBrkr,0,3,4,VinylSd,VinylSd,None,0,0,PConc,2,7,834.0,3.0,3,RFn,3,Attchd,2005.0,1616,0,GasA,5,1Story,2459,1,4,Lvl,Gtl,8688,Inside,73.0,Reg,0,20,228.0,BrkFace,None,0,4,Somerst,59,5,7,528439030,Y,0,1,CompShg,Gable,WD ,232000,0,Pave,7,1616.0,AllPub,208,2005,2005,2006,22,12,0,12,2.0,4020025,2502.0,2611456,11312,2611456.0,4220112896.0,0,4,0,0,0,0,1,0
75,768,0,0,None,1,1Fam,3,No,0.0,0.0,3,768.0,0.0,0.0,Unf,Unf,Y,1,2,SBrkr,84,4,4,Stucco,Wd Shng,None,0,0,BrkTil,1,7,440.0,2.0,3,Unf,3,Detchd,1930.0,768,0,GasA,3,1Story,1360,1,3,Lvl,Gtl,6291,Inside,68.0,IR1,0,30,0.0,None,None,0,7,IDOTRR,0,6,6,903452025,N,0,1,CompShg,Gable,WD ,93850,0,Grvl,4,768.0,AllPub,0,1930,1950,2008,2,9,0,16,1.0,3763500,880.0,589824,4608,589824.0,452984832.0,0,2,0,0,0,0,0,1
76,872,0,0,None,2,1Fam,3,No,0.0,0.0,3,872.0,0.0,0.0,Unf,Unf,N,2,2,FuseF,116,3,3,BrkFace,Wd Sdng,None,4,1,BrkTil,1,4,322.0,1.0,2,Unf,2,Detchd,1924.0,872,0,GasA,2,1Story,2723,1,2,Lvl,Gtl,17529,Inside,68.0,Reg,0,30,65.0,Stone,None,0,4,Sawyer,0,5,5,905200380,N,0,1,CompShg,Gable,WD ,105000,0,Pave,5,872.0,AllPub,0,1924,1950,2006,9,9,4,9,1.0,3751800,322.0,760384,4360,760384.0,663054848.0,0,4,0,0,0,0,1,0
77,520,0,0,None,1,1Fam,3,No,0.0,0.0,3,520.0,0.0,0.0,Unf,Unf,N,1,1,SBrkr,87,3,3,MetalSd,MetalSd,None,0,0,BrkTil,1,7,240.0,1.0,3,Unf,2,Detchd,1920.0,520,0,GasA,2,1Story,1350,1,2,Lvl,Gtl,6324,Inside,60.0,IR1,0,30,0.0,None,None,0,5,BrkSide,0,6,4,903235100,Y,0,1,CompShg,Gable,WD ,68500,0,Pave,4,520.0,AllPub,49,1927,1950,2008,5,9,0,9,1.0,3757650,240.0,270400,2080,270400.0,140608000.0,0,1,0,0,0,0,0,1
78,1105,1169,0,None,5,Duplex,3,No,0.0,0.0,3,662.0,443.0,0.0,Rec,Unf,Y,1,2,FuseA,0,3,3,MetalSd,MetalSd,None,0,0,CBlock,2,7,480.0,2.0,3,Unf,3,Detchd,1960.0,2274,0,GasA,3,2Story,136,2,3,Lvl,Gtl,11600,Corner,80.0,Reg,0,90,361.0,BrkFace,None,0,1,NAmes,0,5,5,535106190,Y,0,1,CompShg,Gable,WD ,154300,0,Pave,12,1105.0,AllPub,0,1960,1960,2010,12,9,0,9,2.0,3841600,960.0,2512770,11370,1221025.0,2776610850.0,0,2,0,0,0,0,1,0
79,936,665,176,None,3,1Fam,1,No,0.0,0.0,3,936.0,0.0,0.0,Unf,Unf,Y,1,2,SBrkr,0,4,4,VinylSd,VinylSd,None,0,0,BrkTil,2,7,0.0,0.0,0,None,0,None,0.0,1601,0,GasA,5,1.5Fin,2235,1,3,Lvl,Gtl,7288,Inside,50.0,Reg,0,50,0.0,None,None,0,9,IDOTRR,0,7,5,910201050,N,0,1,CompShg,Gable,WD ,129850,0,Pave,6,936.0,AllPub,0,1925,2003,2007,2,3,0,16,2.0,3855775,0.0,1498536,8005,876096.0,1402629696.0,0,2,0,0,0,0,0,1
80,616,616,0,Grvl,3,1Fam,3,No,0.0,0.0,3,448.0,168.0,0.0,BLQ,Unf,Y,2,2,SBrkr,143,3,3,MetalSd,MetalSd,None,0,0,BrkTil,1,7,480.0,2.0,2,Unf,2,Detchd,1920.0,1232,0,GasA,5,2Story,1993,1,3,Lvl,Gtl,4571,Inside,35.0,Reg,0,70,0.0,None,None,0,6,OldTown,0,7,5,902301130,Y,0,1,CompShg,Gable,WD ,114000,0,Pave,6,616.0,AllPub,280,1910,1950,2007,4,9,0,9,1.0,3724500,960.0,758912,6160,379456.0,467489792.0,0,4,0,0,0,0,0,1
81,2234,0,0,None,1,1Fam,3,No,1.0,0.0,5,312.0,1904.0,0.0,GLQ,Unf,Y,2,2,SBrkr,0,3,5,VinylSd,VinylSd,None,4,1,PConc,2,7,1166.0,3.0,3,Fin,3,Attchd,2009.0,2234,0,GasA,5,1Story,367,1,5,Lvl,Gtl,17423,CulDSac,63.0,IR1,0,20,748.0,Stone,None,0,7,StoneBr,60,5,9,527214050,Y,0,1,CompShg,Hip,New,501837,0,Pave,9,2216.0,AllPub,0,2008,2009,2009,28,15,4,15,3.0,4034072,3498.0,4990756,20106,4950544.0,11059515296.0,0,4,0,0,0,0,1,0
